row_num,order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,eommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
2351,11153,38,Königlich Essen,39,Chartreuse verte,Beverages,,4,14.4,,Germany,Brandenburg,,,,
2352,11154,69,Save-a-lot Markets,16,Pavlova,Confections,,21,13.9,,USA,Boise,,,,
2353,11154,69,Save-a-lot Markets,35,Steeleye Stout,Beverages,,70,14.4,,USA,Boise,,,,
2354,11154,69,Save-a-lot Markets,46,Spegesild,Seafood,,30,9.6,,USA,Boise,,,,
2355,11155,69,Save-a-lot Markets,59,Raclette Courdavault,Dairy Products,,40,44,,USA,Boise,,,,
2356,11155,69,Save-a-lot Markets,63,Vegie-spread,Condiments,,80,35.1,,USA,Boise,,,,
2357,11155,38,Königlich Essen,6,Grandma's Boysenberry Spread,Condiments,,6,20,,Germany,Brandenburg,,,,
2358,11156,38,Königlich Essen,13,Konbu,Seafood,,12,4.8,,Germany,Brandenburg,,,,
2359,11156,38,Königlich Essen,14,Tofu,Produce,,9,18.6,,Germany,Brandenburg,,,,
2360,11157,38,Königlich Essen,31,Gorgonzola Telino,Dairy Products,,4,10,,Germany,Brandenburg,,,,
2361,11157,38,Königlich Essen,72,Mozzarella di Giovanni,Dairy Products,,40,27.8,,Germany,Brandenburg,,,,
2362,11157,8,Bólido Comidas preparadas,4,Chef Anton's Cajun Seasoning,Condiments,,24,17.6,,Spain,Madrid,,,,
2363,11158,8,Bólido Comidas preparadas,57,Ravioli Angelo,Grains/Cereals,,16,15.6,,Spain,Madrid,,,,
2364,11158,8,Bólido Comidas preparadas,75,Rhönbräu Klosterbier,Beverages,,50,6.2,,Spain,Madrid,,,,
2365,11159,23,Folk och fä HB,2,Chang,Beverages,,25,15.2,,Sweden,Bräcke,,,,
2366,11159,23,Folk och fä HB,11,Queso Cabrales,Dairy Products,,50,16.8,,Sweden,Bräcke,,,,
2367,11159,23,Folk och fä HB,30,Nord-Ost Matjeshering,Seafood,,35,20.7,,Sweden,Bräcke,,,,
2368,11160,23,Folk och fä HB,58,Escargots de Bourgogne,Seafood,,30,10.6,,Sweden,Bräcke,,,,
2369,11160,27,Furia Bacalhau e Frutos do Mar,59,Raclette Courdavault,Dairy Products,,9,44,,Portugal,Lisboa,,,,
2370,11161,27,Furia Bacalhau e Frutos do Mar,65,Louisiana Fiery Hot Pepper Sauce,Condiments,,40,16.8,,Portugal,Lisboa,,,,
2371,11161,27,Furia Bacalhau e Frutos do Mar,68,Scottish Longbreads,Confections,,10,10,,Portugal,Lisboa,,,,
2372,11161,73,Split Rail Beer & Ale,19,Teatime Chocolate Biscuits,Confections,,10,7.3,,USA,Lander,,,,
2373,11162,73,Split Rail Beer & Ale,30,Nord-Ost Matjeshering,Seafood,,8,20.7,,USA,Lander,,,,
2374,11162,73,Split Rail Beer & Ale,38,Côte de Blaye,Beverages,,20,210.8,,USA,Lander,,,,
2375,11162,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,,12,30.4,,USA,Lander,,,,
2376,11163,45,LILA-Supermercado,26,Gumbär Gummibärchen,Confections,,50,24.9,,Venezuela,Barquisimeto,,,,
2377,11163,45,LILA-Supermercado,72,Mozzarella di Giovanni,Dairy Products,,25,27.8,,Venezuela,Barquisimeto,,,,
2378,11164,9,Bon app',54,Tourtière,Meat/Poultry,,15,5.9,,France,Marseille,,,,
2379,11164,50,Mère Paillarde,18,Carnarvon Tigers,Seafood,,40,50,,Canada,Montréal,,,,
2380,11164,50,Mère Paillarde,42,Singaporean Hokkien Fried Mee,Grains/Cereals,,10,11.2,,Canada,Montréal,,,,
2381,11165,50,Mère Paillarde,47,Zaanse koeken,Confections,,16,7.6,,Canada,Montréal,,,,
2382,11165,85,Wartian Herkku,14,Tofu,Produce,,10,18.6,,Finland,Oulu,,,,
2383,11166,85,Wartian Herkku,21,Sir Rodney's Scones,Confections,,10,8,,Finland,Oulu,,,,
2384,11166,85,Wartian Herkku,71,Fløtemysost,Dairy Products,,40,17.2,,Finland,Oulu,,,,
2385,11166,82,Victuailles en stock,52,Filo Mix,Grains/Cereals,,8,5.6,,France,Lyon,,,,
2386,11167,82,Victuailles en stock,68,Scottish Longbreads,Confections,,10,10,,France,Lyon,,,,
2387,11167,36,Hungry Owl All-Night Grocers,2,Chang,Beverages,,7,15.2,,Ireland,Cork,,,,
2388,11167,36,Hungry Owl All-Night Grocers,31,Gorgonzola Telino,Dairy Products,,25,10,,Ireland,Cork,,,,
2389,11168,36,Hungry Owl All-Night Grocers,32,Mascarpone Fabioli,Dairy Products,,6,25.6,,Ireland,Cork,,,,
2390,11168,36,Hungry Owl All-Night Grocers,51,Manjimup Dried Apples,Produce,,48,42.4,,Ireland,Cork,,,,
2391,11169,58,Princesa Isabel Vinhos,4,Chef Anton's Cajun Seasoning,Condiments,,18,17.6,,Portugal,Lisboa,,,,
2392,11169,24,Frankenversand,23,Tunnbröd,Grains/Cereals,,40,7.2,,Germany,München,,,,
2393,11169,24,Frankenversand,26,Gumbär Gummibärchen,Confections,,24,24.9,,Germany,München,,,,
2394,11170,24,Frankenversand,36,Inlagd Sill,Seafood,,20,15.2,,Germany,München,,,,
2395,11170,24,Frankenversand,37,Gravad lax,Seafood,,28,20.8,,Germany,München,,,,
2396,11171,24,Frankenversand,72,Mozzarella di Giovanni,Dairy Products,,25,27.8,,Germany,München,,,,
2397,11171,54,Old World Delicatessen,17,Alice Mutton,Meat/Poultry,,20,31.2,,USA,Anchorage,,,,
2398,11171,54,Old World Delicatessen,30,Nord-Ost Matjeshering,Seafood,,15,20.7,,USA,Anchorage,,,,
2399,11172,50,Mère Paillarde,4,Chef Anton's Cajun Seasoning,Condiments,,10,17.6,,Canada,Montréal,,,,
2400,11172,50,Mère Paillarde,17,Alice Mutton,Meat/Poultry,,70,31.2,,Canada,Montréal,,,,
2401,11173,50,Mère Paillarde,62,Tarte au sucre,Confections,,28,39.4,,Canada,Montréal,,,,
2402,11173,9,Bon app',18,Carnarvon Tigers,Seafood,,20,50,,France,Marseille,,,,
2403,11173,9,Bon app',41,Jack's New England Clam Chowder,Seafood,,12,7.7,,France,Marseille,,,,
2404,11174,9,Bon app',43,Ipoh Coffee,Beverages,,40,36.8,,France,Marseille,,,,
2405,11174,71,Simons bistro,33,Geitost,Dairy Products,,8,2,,Denmark,København,,,,
2406,11174,71,Simons bistro,59,Raclette Courdavault,Dairy Products,,9,44,,Denmark,København,,,,
2407,11175,24,Frankenversand,2,Chang,Beverages,,24,15.2,,Germany,München,,,,
2408,11175,24,Frankenversand,31,Gorgonzola Telino,Dairy Products,,56,10,,Germany,München,,,,
2409,11176,24,Frankenversand,36,Inlagd Sill,Seafood,,40,15.2,,Germany,München,,,,
2410,11176,24,Frankenversand,55,Pâté chinois,Meat/Poultry,,40,19.2,,Germany,München,,,,
2411,11176,43,Lehmanns Marktstand,64,Wimmers gute Semmelknödel,Grains/Cereals,,50,26.6,,Germany,Frankfurt a.M. ,,,,
2412,11177,43,Lehmanns Marktstand,68,Scottish Longbreads,Confections,,4,10,,Germany,Frankfurt a.M. ,,,,
2413,11177,43,Lehmanns Marktstand,76,Lakkalikööri,Beverages,,15,14.4,,Germany,Frankfurt a.M. ,,,,
2414,11178,87,White Clover Markets,4,Chef Anton's Cajun Seasoning,Condiments,,35,17.6,,USA,Seattle,,,,
2415,11178,87,White Clover Markets,8,Northwoods Cranberry Sauce,Condiments,,70,32,,USA,Seattle,,,,
2416,11178,61,QUICK-Stop,8,Northwoods Cranberry Sauce,Condiments,,70,32,,Germany,Cunewalde,,,,
2417,11179,61,QUICK-Stop,19,Teatime Chocolate Biscuits,Confections,,80,7.3,,Germany,Cunewalde,,,,
2418,11179,61,QUICK-Stop,42,Singaporean Hokkien Fried Mee,Grains/Cereals,,9,11.2,,Germany,Cunewalde,,,,
2419,11180,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,,36,31.2,,USA,Albuquerque,,,,
2420,11180,63,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,Grains/Cereals,,20,30.4,,USA,Albuquerque,,,,
2421,11180,21,Familia Arquibaldo,25,NuNuCa Nuß-Nougat-Creme,Confections,,10,11.2,,Brazil,São Paulo,,,,
2422,11181,21,Familia Arquibaldo,39,Chartreuse verte,Beverages,,50,14.4,,Brazil,São Paulo,,,,
2423,11181,21,Familia Arquibaldo,40,Boston Crab Meat,Seafood,,4,14.7,,Brazil,São Paulo,,,,
2424,11181,21,Familia Arquibaldo,75,Rhönbräu Klosterbier,Beverages,,6,6.2,,Brazil,São Paulo,,,,
2425,11182,84,Die Wandernde Kuh,1,Chai,Beverages,,15,14.4,,Germany,Stuttgart,,,,
2426,11182,84,Die Wandernde Kuh,23,Tunnbröd,Grains/Cereals,,25,7.2,,Germany,Stuttgart,,,,
2427,11183,73,Split Rail Beer & Ale,54,Tourtière,Meat/Poultry,,24,5.9,,USA,Lander,,,,
2428,11183,40,La maison d'Asie,50,Valkoinen suklaa,Confections,,15,13,,France,Toulouse,,,,
2429,11183,40,La maison d'Asie,69,Gudbrandsdalsost,Dairy Products,,18,28.8,,France,Toulouse,,,,
2430,11184,20,Ernst Handel,38,Côte de Blaye,Beverages,,20,210.8,,Austria,Graz,,,,
2431,11184,20,Ernst Handel,41,Jack's New England Clam Chowder,Seafood,,13,7.7,,Austria,Graz,,,,
2432,11185,20,Ernst Handel,44,Gula Malacca,Condiments,,77,15.5,,Austria,Graz,,,,
2433,11185,20,Ernst Handel,65,Louisiana Fiery Hot Pepper Sauce,Condiments,,10,16.8,,Austria,Graz,,,,
2434,11185,27,Furia Bacalhau e Frutos do Mar,24,Guaraná Fantástica,Beverages,,10,3.6,,Portugal,Lisboa,,,,
2435,11186,27,Furia Bacalhau e Frutos do Mar,54,Tourtière,Meat/Poultry,,20,5.9,,Portugal,Lisboa,,,,
2436,11186,57,Piccolo und mehr,11,Queso Cabrales,Dairy Products,,12,16.8,,Austria,Salzburg,,,,
2437,11186,57,Piccolo und mehr,38,Côte de Blaye,Beverages,,50,210.8,,Austria,Salzburg,,,,
2438,11187,56,Pericles Comidas clásicas,1,Chai,Beverages,,12,14.4,,Mexico,México D.F.,,,,
2439,11187,56,Pericles Comidas clásicas,29,Thüringer Rostbratwurst,Meat/Poultry,,4,99,,Mexico,México D.F.,,,,
2440,11188,4,Around the Horn,24,Guaraná Fantástica,Beverages,,25,3.6,,UK,London,,,,
2441,11188,4,Around the Horn,57,Ravioli Angelo,Grains/Cereals,,25,15.6,,UK,London,,,,
2442,11188,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,,30,10,,Germany,Stuttgart,,,,
2443,11189,84,Die Wandernde Kuh,55,Pâté chinois,Meat/Poultry,,12,19.2,,Germany,Stuttgart,,,,
2444,11189,84,Die Wandernde Kuh,69,Gudbrandsdalsost,Dairy Products,,20,28.8,,Germany,Stuttgart,,,,
2445,11190,45,LILA-Supermercado,10,Ikura,Seafood,,30,24.8,,Venezuela,Barquisimeto,,,,
2446,11190,45,LILA-Supermercado,26,Gumbär Gummibärchen,Confections,,16,24.9,,Venezuela,Barquisimeto,,,,
2447,11190,45,LILA-Supermercado,60,Camembert Pierrot,Dairy Products,,8,27.2,,Venezuela,Barquisimeto,,,,
2448,11191,40,La maison d'Asie,24,Guaraná Fantástica,Beverages,,10,3.6,,France,Toulouse,,,,
2449,11191,40,La maison d'Asie,34,Sasquatch Ale,Beverages,,10,11.2,,France,Toulouse,,,,
2450,11192,40,La maison d'Asie,36,Inlagd Sill,Seafood,,20,15.2,,France,Toulouse,,,,
2451,11192,70,Seven Seas Imports,16,Pavlova,Confections,,56,13.9,,UK,London,,,,
2452,11192,70,Seven Seas Imports,31,Gorgonzola Telino,Dairy Products,,70,10,,UK,London,,,,
2453,11193,70,Seven Seas Imports,60,Camembert Pierrot,Dairy Products,,80,27.2,,UK,London,,,,
2454,11193,7,Blondel père et fils,28,Rössle Sauerkraut,Produce,,30,36.4,,France,Strasbourg,,,,
2455,11193,7,Blondel père et fils,29,Thüringer Rostbratwurst,Meat/Poultry,,35,99,,France,Strasbourg,,,,
2456,11194,7,Blondel père et fils,38,Côte de Blaye,Beverages,,10,210.8,,France,Strasbourg,,,,
2457,11194,7,Blondel père et fils,49,Maxilaku,Confections,,35,16,,France,Strasbourg,,,,
2458,11195,7,Blondel père et fils,54,Tourtière,Meat/Poultry,,28,5.9,,France,Strasbourg,,,,
2459,11195,61,QUICK-Stop,39,Chartreuse verte,Beverages,,54,14.4,,Germany,Cunewalde,,,,
2460,11195,61,QUICK-Stop,60,Camembert Pierrot,Dairy Products,,55,27.2,,Germany,Cunewalde,,,,
2461,11196,9,Bon app',25,NuNuCa Nuß-Nougat-Creme,Confections,,50,11.2,,France,Marseille,,,,
2462,11196,9,Bon app',51,Manjimup Dried Apples,Produce,,20,42.4,,France,Marseille,,,,
2463,11197,9,Bon app',54,Tourtière,Meat/Poultry,,24,5.9,,France,Marseille,,,,
2464,11197,17,Drachenblut Delikatessen,31,Gorgonzola Telino,Dairy Products,,20,10,,Germany,Aachen,,,,
2465,11197,17,Drachenblut Delikatessen,75,Rhönbräu Klosterbier,Beverages,,12,6.2,,Germany,Aachen,,,,
2466,11198,17,Drachenblut Delikatessen,76,Lakkalikööri,Beverages,,12,14.4,,Germany,Aachen,,,,
2467,11198,19,Eastern Connection,69,Gudbrandsdalsost,Dairy Products,,30,28.8,,UK,London,,,,
2468,11199,19,Eastern Connection,71,Fløtemysost,Dairy Products,,5,17.2,,UK,London,,,,
2469,11199,3,Antonio Moreno Taquería,11,Queso Cabrales,Dairy Products,,24,16.8,,Mexico,México D.F.,,,,
2470,11199,28,Galería del gastrónomo,65,Louisiana Fiery Hot Pepper Sauce,Condiments,,5,16.8,,Spain,Barcelona,,,,
2471,11200,28,Galería del gastrónomo,77,Original Frankfurter grüne Soße,Condiments,,5,10.4,,Spain,Barcelona,,,,
2472,11200,81,Vaffeljernet,34,Sasquatch Ale,Beverages,,36,11.2,,Denmark,Århus,,,,
2473,11200,81,Vaffeljernet,54,Tourtière,Meat/Poultry,,18,5.9,,Denmark,Århus,,,,
2474,11201,81,Vaffeljernet,65,Louisiana Fiery Hot Pepper Sauce,Condiments,,15,16.8,,Denmark,Århus,,,,
2475,11201,81,Vaffeljernet,77,Original Frankfurter grüne Soße,Condiments,,7,10.4,,Denmark,Århus,,,,
2476,11202,20,Ernst Handel,21,Sir Rodney's Scones,Confections,,5,8,,Austria,Graz,,,,
2477,11202,20,Ernst Handel,28,Rössle Sauerkraut,Produce,,13,36.4,,Austria,Graz,,,,
2478,11202,20,Ernst Handel,57,Ravioli Angelo,Grains/Cereals,,25,15.6,,Austria,Graz,,,,
2479,11203,20,Ernst Handel,64,Wimmers gute Semmelknödel,Grains/Cereals,,35,26.6,,Austria,Graz,,,,
2480,11203,73,Split Rail Beer & Ale,29,Thüringer Rostbratwurst,Meat/Poultry,,20,99,,USA,Lander,,,,
2481,11204,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,,18,30.4,,USA,Lander,,,,
2482,11204,14,Chop-suey Chinese,1,Chai,Beverages,,15,14.4,,Switzerland,Bern,,,,
2483,11204,14,Chop-suey Chinese,64,Wimmers gute Semmelknödel,Grains/Cereals,,30,26.6,,Switzerland,Bern,,,,
2484,11205,14,Chop-suey Chinese,74,Longlife Tofu,Produce,,20,8,,Switzerland,Bern,,,,
2485,11205,40,La maison d'Asie,36,Inlagd Sill,Seafood,,6,15.2,,France,Toulouse,,,,
2486,11205,60,Queen Cozinha,20,Sir Rodney's Marmalade,Confections,,12,64.8,,Brazil,São Paulo,,,,
2487,11206,60,Queen Cozinha,38,Côte de Blaye,Beverages,,40,210.8,,Brazil,São Paulo,,,,
2488,11206,60,Queen Cozinha,60,Camembert Pierrot,Dairy Products,,70,27.2,,Brazil,São Paulo,,,,
2489,11207,60,Queen Cozinha,72,Mozzarella di Giovanni,Dairy Products,,42,27.8,,Brazil,São Paulo,,,,
2490,11207,36,Hungry Owl All-Night Grocers,58,Escargots de Bourgogne,Seafood,,80,10.6,,Ireland,Cork,,,,
2491,11207,36,Hungry Owl All-Night Grocers,71,Fløtemysost,Dairy Products,,50,17.2,,Ireland,Cork,,,,
2492,11208,89,Wolski  Zajazd,31,Gorgonzola Telino,Dairy Products,,30,10,,Poland,Warszawa,,,,
2493,11208,89,Wolski  Zajazd,58,Escargots de Bourgogne,Seafood,,15,10.6,,Poland,Warszawa,,,,
2494,11209,35,Hungry Coyote Import Store,14,Tofu,Produce,,15,18.6,,USA,Elgin,,,,
2495,11209,35,Hungry Coyote Import Store,54,Tourtière,Meat/Poultry,,10,5.9,,USA,Elgin,,,,
2496,11209,50,Mère Paillarde,31,Gorgonzola Telino,Dairy Products,,42,10,,Canada,Montréal,,,,
2497,11210,70,Seven Seas Imports,28,Rössle Sauerkraut,Produce,,20,36.4,,UK,London,,,,
2498,11210,70,Seven Seas Imports,39,Chartreuse verte,Beverages,,20,14.4,,UK,London,,,,
2499,11211,23,Folk och fä HB,71,Fløtemysost,Dairy Products,,6,17.2,,Sweden,Bräcke,,,,
2500,11211,59,Que Delícia,41,Jack's New England Clam Chowder,Seafood,,8,7.7,,Brazil,Rio de Janeiro,,,,
2501,11211,59,Que Delícia,63,Vegie-spread,Condiments,,16,35.1,,Brazil,Rio de Janeiro,,,,
2502,11212,59,Que Delícia,65,Louisiana Fiery Hot Pepper Sauce,Condiments,,20,16.8,,Brazil,Rio de Janeiro,,,,
2503,11212,36,Hungry Owl All-Night Grocers,30,Nord-Ost Matjeshering,Seafood,,18,20.7,,Ireland,Cork,,,,
2504,11212,36,Hungry Owl All-Night Grocers,53,Perth Pasties,Meat/Poultry,,20,26.2,,Ireland,Cork,,,,
2505,11213,36,Hungry Owl All-Night Grocers,60,Camembert Pierrot,Dairy Products,,6,27.2,,Ireland,Cork,,,,
2506,11213,36,Hungry Owl All-Night Grocers,70,Outback Lager,Beverages,,30,12,,Ireland,Cork,,,,
2507,11214,45,LILA-Supermercado,74,Longlife Tofu,Produce,,14,8,,Venezuela,Barquisimeto,,,,
2508,11214,20,Ernst Handel,5,Chef Anton's Gumbo Mix,Condiments,,32,17,,Austria,Graz,,,,
2509,11214,20,Ernst Handel,18,Carnarvon Tigers,Seafood,,9,50,,Austria,Graz,,,,
2510,11215,20,Ernst Handel,29,Thüringer Rostbratwurst,Meat/Poultry,,14,99,,Austria,Graz,,,,
2511,11215,20,Ernst Handel,33,Geitost,Dairy Products,,60,2,,Austria,Graz,,,,
2512,11216,20,Ernst Handel,74,Longlife Tofu,Produce,,50,8,,Austria,Graz,,,,
2513,11216,4,Around the Horn,13,Konbu,Seafood,,20,4.8,,UK,London,,,,
2514,11216,4,Around the Horn,50,Valkoinen suklaa,Confections,,15,13,,UK,London,,,,
2515,11217,4,Around the Horn,56,Gnocchi di nonna Alice,Grains/Cereals,,20,30.4,,UK,London,,,,
2516,11217,5,Berglunds snabbköp,20,Sir Rodney's Marmalade,Confections,,28,64.8,,Sweden,Luleå,,,,
2517,11218,5,Berglunds snabbköp,60,Camembert Pierrot,Dairy Products,,15,27.2,,Sweden,Luleå,,,,
2518,11218,73,Split Rail Beer & Ale,7,Uncle Bob's Organic Dried Pears,Produce,,10,24,,USA,Lander,,,,
2519,11218,73,Split Rail Beer & Ale,60,Camembert Pierrot,Dairy Products,,20,27.2,,USA,Lander,,,,
2520,11219,73,Split Rail Beer & Ale,68,Scottish Longbreads,Confections,,8,10,,USA,Lander,,,,
2521,11219,21,Familia Arquibaldo,24,Guaraná Fantástica,Beverages,,15,3.6,,Brazil,São Paulo,,,,
2522,11219,21,Familia Arquibaldo,34,Sasquatch Ale,Beverages,,10,11.2,,Brazil,São Paulo,,,,
2523,11220,68,Santé Gourmet,24,Guaraná Fantástica,Beverages,,15,3.6,,Norway,Stavern,,,,
2524,11220,68,Santé Gourmet,28,Rössle Sauerkraut,Produce,,6,36.4,,Norway,Stavern,,,,
2525,11221,68,Santé Gourmet,59,Raclette Courdavault,Dairy Products,,12,44,,Norway,Stavern,,,,
2526,11221,68,Santé Gourmet,71,Fløtemysost,Dairy Products,,15,17.2,,Norway,Stavern,,,,
2527,11221,70,Seven Seas Imports,45,Røgede sild,Seafood,,15,7.6,,UK,London,,,,
2528,11222,70,Seven Seas Imports,52,Filo Mix,Grains/Cereals,,20,5.6,,UK,London,,,,
2529,11222,70,Seven Seas Imports,53,Perth Pasties,Meat/Poultry,,40,26.2,,UK,London,,,,
2530,11223,10,Bottom-Dollar Markets,10,Ikura,Seafood,,16,24.8,,Canada,Tsawassen,,,,
2531,11223,10,Bottom-Dollar Markets,55,Pâté chinois,Meat/Poultry,,15,19.2,,Canada,Tsawassen,,,,
2532,11223,10,Bottom-Dollar Markets,62,Tarte au sucre,Confections,,20,39.4,,Canada,Tsawassen,,,,
2533,11224,10,Bottom-Dollar Markets,70,Outback Lager,Beverages,,30,12,,Canada,Tsawassen,,,,
2534,11224,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,,60,10,,Austria,Graz,,,,
2535,11225,20,Ernst Handel,35,Steeleye Stout,Beverages,,40,14.4,,Austria,Graz,,,,
2536,11225,20,Ernst Handel,46,Spegesild,Seafood,,45,9.6,,Austria,Graz,,,,
2537,11225,20,Ernst Handel,72,Mozzarella di Giovanni,Dairy Products,,24,27.8,,Austria,Graz,,,,
2538,11226,17,Drachenblut Delikatessen,13,Konbu,Seafood,,18,4.8,,Germany,Aachen,,,,
2539,11226,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,,50,28.8,,Austria,Salzburg,,,,
2540,11226,69,Save-a-lot Markets,2,Chang,Beverages,,25,15.2,,USA,Boise,,,,
2541,11227,69,Save-a-lot Markets,14,Tofu,Produce,,42,18.6,,USA,Boise,,,,
2542,11227,69,Save-a-lot Markets,25,NuNuCa Nuß-Nougat-Creme,Confections,,7,11.2,,USA,Boise,,,,
2543,11228,69,Save-a-lot Markets,26,Gumbär Gummibärchen,Confections,,70,24.9,,USA,Boise,,,,
2544,11228,69,Save-a-lot Markets,31,Gorgonzola Telino,Dairy Products,,32,10,,USA,Boise,,,,
2545,11228,35,Hungry Coyote Import Store,13,Konbu,Seafood,,10,4.8,,USA,Elgin,,,,
2546,11229,35,Hungry Coyote Import Store,62,Tarte au sucre,Confections,,10,39.4,,USA,Elgin,,,,
2547,11229,34,HILARIÓN-Abastos,46,Spegesild,Seafood,,28,9.6,,Venezuela,San Cristóbal,,,,
2548,11230,34,HILARIÓN-Abastos,53,Perth Pasties,Meat/Poultry,,70,26.2,,Venezuela,San Cristóbal,,,,
2549,11230,34,HILARIÓN-Abastos,69,Gudbrandsdalsost,Dairy Products,,8,28.8,,Venezuela,San Cristóbal,,,,
2550,11230,24,Frankenversand,23,Tunnbröd,Grains/Cereals,,40,7.2,,Germany,München,,,,
2551,11231,24,Frankenversand,71,Fløtemysost,Dairy Products,,60,17.2,,Germany,München,,,,
2552,11231,24,Frankenversand,72,Mozzarella di Giovanni,Dairy Products,,21,27.8,,Germany,München,,,,
2553,11231,58,Princesa Isabel Vinhos,21,Sir Rodney's Scones,Confections,,10,8,,Portugal,Lisboa,,,,
2554,11232,58,Princesa Isabel Vinhos,51,Manjimup Dried Apples,Produce,,18,42.4,,Portugal,Lisboa,,,,
2555,11232,69,Save-a-lot Markets,35,Steeleye Stout,Beverages,,30,14.4,,USA,Boise,,,,
2556,11233,69,Save-a-lot Markets,55,Pâté chinois,Meat/Poultry,,120,19.2,,USA,Boise,,,,
2557,11233,81,Vaffeljernet,68,Scottish Longbreads,Confections,,60,10,,Denmark,Århus,,,,
2558,11233,81,Vaffeljernet,71,Fløtemysost,Dairy Products,,30,17.2,,Denmark,Århus,,,,
2559,11234,81,Vaffeljernet,76,Lakkalikööri,Beverages,,35,14.4,,Denmark,Århus,,,,
2560,11234,81,Vaffeljernet,77,Original Frankfurter grüne Soße,Condiments,,14,10.4,,Denmark,Århus,,,,
2561,11235,19,Eastern Connection,29,Thüringer Rostbratwurst,Meat/Poultry,,21,99,,UK,London,,,,
2562,11235,19,Eastern Connection,35,Steeleye Stout,Beverages,,35,14.4,,UK,London,,,,
2563,11235,19,Eastern Connection,49,Maxilaku,Confections,,30,16,,UK,London,,,,
2564,11236,63,Rattlesnake Canyon Grocery,30,Nord-Ost Matjeshering,Seafood,,18,20.7,,USA,Albuquerque,,,,
2565,11236,63,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,Grains/Cereals,,70,30.4,,USA,Albuquerque,,,,
2566,11237,63,Rattlesnake Canyon Grocery,65,Louisiana Fiery Hot Pepper Sauce,Condiments,,20,16.8,,USA,Albuquerque,,,,
2567,11237,63,Rattlesnake Canyon Grocery,71,Fløtemysost,Dairy Products,,60,17.2,,USA,Albuquerque,,,,
2568,11237,20,Ernst Handel,23,Tunnbröd,Grains/Cereals,,60,7.2,,Austria,Graz,,,,
2569,11238,20,Ernst Handel,63,Vegie-spread,Condiments,,65,35.1,,Austria,Graz,,,,
2570,11238,20,Ernst Handel,16,Pavlova,Confections,,21,13.9,,Austria,Graz,,,,
2571,11238,20,Ernst Handel,48,Chocolade,Confections,,70,10.2,,Austria,Graz,,,,
2572,11239,48,Magazzini Alimentari Riuniti,26,Gumbär Gummibärchen,Confections,,30,24.9,,Italy,Bergamo,,,,
2573,11239,48,Magazzini Alimentari Riuniti,42,Singaporean Hokkien Fried Mee,Grains/Cereals,,40,11.2,,Italy,Bergamo,,,,
2574,11240,48,Magazzini Alimentari Riuniti,49,Maxilaku,Confections,,30,16,,Italy,Bergamo,,,,
2575,11240,46,LINO-Delicateses,3,Aniseed Syrup,Condiments,,50,8,,Venezuela,I. de Margarita,,,,
2576,11240,60,Queen Cozinha,1,Chai,Beverages,,10,14.4,,Brazil,São Paulo,,,,
2577,11241,60,Queen Cozinha,21,Sir Rodney's Scones,Confections,,30,8,,Brazil,São Paulo,,,,
2578,11241,60,Queen Cozinha,28,Rössle Sauerkraut,Produce,,42,36.4,,Brazil,São Paulo,,,,
2579,11242,60,Queen Cozinha,36,Inlagd Sill,Seafood,,5,15.2,,Brazil,São Paulo,,,,
2580,11242,60,Queen Cozinha,40,Boston Crab Meat,Seafood,,2,14.7,,Brazil,São Paulo,,,,
2581,11242,55,Ottilies Käseladen,11,Queso Cabrales,Dairy Products,,30,16.8,,Germany,Köln,,,,
2582,11243,55,Ottilies Käseladen,69,Gudbrandsdalsost,Dairy Products,,15,28.8,,Germany,Köln,,,,
2583,11243,55,Ottilies Käseladen,71,Fløtemysost,Dairy Products,,15,17.2,,Germany,Köln,,,,
2584,11244,22,Folies gourmandes,37,Gravad lax,Seafood,,10,20.8,,France,Lille,,,,
2585,11244,22,Folies gourmandes,54,Tourtière,Meat/Poultry,,6,5.9,,France,Lille,,,,
2586,11244,22,Folies gourmandes,62,Tarte au sucre,Confections,,35,39.4,,France,Lille,,,,
2587,11245,53,Océano Atlántico Ltda.,14,Tofu,Produce,,12,18.6,,Argentina,Buenos Aires,,,,
2588,11245,53,Océano Atlántico Ltda.,21,Sir Rodney's Scones,Confections,,12,8,,Argentina,Buenos Aires,,,,
2589,11245,10,Bottom-Dollar Markets,33,Geitost,Dairy Products,,49,2,,Canada,Tsawassen,,,,
2590,11246,10,Bottom-Dollar Markets,59,Raclette Courdavault,Dairy Products,,16,44,,Canada,Tsawassen,,,,
2591,11246,10,Bottom-Dollar Markets,41,Jack's New England Clam Chowder,Seafood,,25,7.7,,Canada,Tsawassen,,,,
2592,11247,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,,40,15.5,,Canada,Tsawassen,,,,
