order_id,customer_id,customer_name,product_id,product_name,product_category,qty,payment_type,price,datetime,country,city,eommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
10593,43,Lehmanns Marktstand,69,Gudbrandsdalsost,Dairy Products,10,UPI,36,5/26/2022 17:13,Germany,Frankfurt a.M.,globalfood.com,INTGFD23DB3D1359,Y,
11432,43,Lehmanns Marktstand,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,36,4/15/2022 6:12,Germany,Frankfurt a.M.,yummybazaar.com,INTGFD23DB3C596,N,Bank Declined
12268,43,Lehmanns Marktstand,69,Gudbrandsdalsost,Dairy Products,18,Internet Banking,36,7/19/2021 9:09,Germany,Frankfurt a.M.,yummybazaar.com,INTGFD23DB3C1014,Y,
13104,43,Lehmanns Marktstand,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,36,10/23/2021 12:01,Germany,Frankfurt a.M.,internationalfoodshop.com,INTGFD23DB3C144,Y,
13940,43,Lehmanns Marktstand,69,Gudbrandsdalsost,Dairy Products,6,Internet Banking,36,10/8/2021 14:39,Germany,Frankfurt a.M.,amazon.com,INTGFD23DB3C562,Y,
10296,45,LILA-Supermercado,69,Gudbrandsdalsost,Dairy Products,10,Internet Banking,28.8,4/11/2022 12:07,Venezuela,Barquisimeto,globalfood.com,INTGFD23DB3D659,Y,
11128,45,LILA-Supermercado,69,Gudbrandsdalsost,Dairy Products,21,Card,28.8,5/5/2022 22:45,Venezuela,Barquisimeto,internationalfoodshop.com,INTGFD23DB3C444,Y,
11964,45,LILA-Supermercado,69,Gudbrandsdalsost,Dairy Products,15,UPI,28.8,2/27/2022 12:45,Venezuela,Barquisimeto,amazon.com,INTGFD23DB3C862,Y,
12800,45,LILA-Supermercado,69,Gudbrandsdalsost,Dairy Products,9,Internet Banking,28.8,7/21/2021 2:08,Venezuela,Barquisimeto,internationalfoodshop.com,INTGFD23DB3C1280,Y,
10529,49,Maison Dewey,69,Gudbrandsdalsost,Dairy Products,30,Wire Transfer,36,4/15/2022 19:28,Belgium,Bruxelles,internationalfood.com,INTGFD23DB3D2577,Y,
11367,49,Maison Dewey,69,Gudbrandsdalsost,Dairy Products,50,Internet Banking,36,5/16/2022 14:26,Belgium,Bruxelles,internationalfoodshop.com,INTGFD23DB3D3914,Y,
12203,49,Maison Dewey,69,Gudbrandsdalsost,Dairy Products,4,Internet Banking,36,8/4/2021 17:54,Belgium,Bruxelles,internationalfoodshop.com,INTGFD23DB3D6840,Y,
13039,49,Maison Dewey,69,Gudbrandsdalsost,Dairy Products,14,Internet Banking,36,11/4/2021 15:06,Belgium,Bruxelles,internationalfood.com,INTGFD23DB3D750,Y,
13875,49,Maison Dewey,69,Gudbrandsdalsost,Dairy Products,10,Wire Transfer,36,11/12/2021 3:40,Belgium,Bruxelles,internationalfoodshop.com,INTGFD23DB3D3676,Y,
10752,52,North/South,69,Gudbrandsdalsost,Dairy Products,24,Internet Banking,36,3/26/2022 6:26,UK,London,globalfood.com,INTGFD23DB3C15,N,Transaction Cancelled
11593,52,North/South,69,Gudbrandsdalsost,Dairy Products,10,Internet Banking,36,1/21/2022 12:51,UK,London,internationalfood.com,INTGFD23DB3C677,Y,
12429,52,North/South,69,Gudbrandsdalsost,Dairy Products,50,Internet Banking,36,7/16/2021 11:58,UK,London,internationalfoodshop.com,INTGFD23DB3C1095,Y,
13265,52,North/South,69,Gudbrandsdalsost,Dairy Products,15,Internet Banking,36,8/22/2021 0:51,UK,London,amazon.com,INTGFD23DB3C225,Y,
14101,52,North/South,69,Gudbrandsdalsost,Dairy Products,4,Internet Banking,36,7/20/2022 2:36,UK,London,internationalfoodshop.com,INTGFD23DB3C643,Y,
10407,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,69,Gudbrandsdalsost,Dairy Products,6,Internet Banking,28.8,2/4/2022 20:46,Germany,Kaefer,amazon.com,INTGFD23DB3C101,N,Bank Declined
11243,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,69,Gudbrandsdalsost,Dairy Products,20,UPI,28.8,1/4/2022 9:43,Germany,Kaefer,internationalfood.com,INTGFD23DB3D3480,Y,
12079,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,28.8,11/12/2021 17:06,Germany,Kaefer,internationalfood.com,INTGFD23DB3D6406,Y,
12914,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,69,Gudbrandsdalsost,Dairy Products,40,Internet Banking,28.8,7/24/2021 9:57,Germany,Kaefer,internationalfoodshop.com,INTGFD23DB3D309,Y,
13750,55,Ottilies KÃƒÆ’Ã‚Â¤seladen,69,Gudbrandsdalsost,Dairy Products,100,Internet Banking,28.8,12/27/2021 11:58,Germany,Kaefer,yummybazaar.com,INTGFD23DB3D3235,Y,
10392,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,4,Card,28.8,7/16/2022 22:48,Austria,Salzburg,yummybazaar.com,INTGFD23DB3D2808,Y,
10747,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,36,4/21/2022 2:34,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D1954,Y,
11226,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,60,Internet Banking,28.8,6/17/2022 2:50,Austria,Salzburg,yummybazaar.com,INTGFD23DB3D3417,N,Out of Stock
11588,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,14,UPI,36,4/21/2022 5:19,Austria,Salzburg,amazon.com,INTGFD23DB3C674,Y,
12062,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,10,Card,28.8,9/28/2021 22:35,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D6343,Y,
12423,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,50,Internet Banking,36,11/21/2021 20:51,Austria,Salzburg,globalfood.com,INTGFD23DB3D7610,N,Transaction Cancelled
12898,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,25,Internet Banking,28.8,8/2/2021 0:56,Austria,Salzburg,amazon.com,INTGFD23DB3D253,Y,
13259,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,5,Internet Banking,36,7/22/2021 4:45,Austria,Salzburg,globalfood.com,INTGFD23DB3D1520,Y,
13734,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,21,Wire Transfer,28.8,12/26/2021 19:01,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D3179,N,Out of Stock
14095,57,Piccolo und mehr,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,36,7/9/2022 19:04,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D4446,Y,
10962,61,QUICK-Stop,69,Gudbrandsdalsost,Dairy Products,4,Internet Banking,36,6/27/2022 11:20,Germany,Cunewalde,internationalfoodshop.com,INTGFD23DB3D477,Y,
11795,61,QUICK-Stop,69,Gudbrandsdalsost,Dairy Products,24,Card,36,7/10/2022 2:05,Germany,Cunewalde,amazon.com,INTGFD23DB3D5412,Y,
12631,61,QUICK-Stop,69,Gudbrandsdalsost,Dairy Products,30,Internet Banking,36,8/25/2021 3:12,Germany,Cunewalde,internationalfood.com,INTGFD23DB3D8338,Y,
13467,61,QUICK-Stop,69,Gudbrandsdalsost,Dairy Products,30,Internet Banking,36,8/16/2021 22:27,Germany,Cunewalde,internationalfoodshop.com,INTGFD23DB3D2248,Y,
10419,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,120,Internet Banking,28.8,3/21/2022 19:55,Switzerland,Geneva,amazon.com,INTGFD23DB3D2710,N,Out of Stock
11033,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,65,Internet Banking,36,4/5/2022 17:20,Switzerland,Geneva,yummybazaar.com,INTGFD23DB3D2542,Y,
11255,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,5,Internet Banking,28.8,3/28/2022 19:48,Switzerland,Geneva,internationalfoodshop.com,INTGFD23DB3D3522,N,Transaction Cancelled
11865,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,24,Internet Banking,36,1/13/2022 9:24,Switzerland,Geneva,amazon.com,INTGFD23DB3C813,N,Bank Declined
12091,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,30,Wire Transfer,28.8,12/22/2021 4:14,Switzerland,Geneva,internationalfoodshop.com,INTGFD23DB3D6448,Y,
12701,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,35,Card,36,8/4/2021 0:55,Switzerland,Geneva,internationalfoodshop.com,INTGFD23DB3C1231,Y,
12927,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,20,Card,28.8,10/11/2021 14:46,Switzerland,Geneva,globalfood.com,INTGFD23DB3D358,Y,
13537,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,12,Internet Banking,36,10/1/2021 13:44,Switzerland,Geneva,internationalfood.com,INTGFD23DB3C361,Y,
13763,66,Richter Supermarkt,69,Gudbrandsdalsost,Dairy Products,50,Wire Transfer,28.8,8/12/2021 22:03,Switzerland,Geneva,amazon.com,INTGFD23DB3D3284,Y,
10894,69,Save-a-lot Markets,69,Gudbrandsdalsost,Dairy Products,9,Internet Banking,36,5/2/2022 21:52,USA,Boise,amazon.com,INTGFD23DB3C128,Y,
11733,69,Save-a-lot Markets,69,Gudbrandsdalsost,Dairy Products,10,Internet Banking,36,4/8/2022 2:32,USA,Boise,internationalfoodshop.com,INTGFD23DB3C747,N,Bank Declined
12569,69,Save-a-lot Markets,69,Gudbrandsdalsost,Dairy Products,4,Internet Banking,36,12/15/2021 11:11,USA,Boise,internationalfood.com,INTGFD23DB3C1165,Y,
13405,69,Save-a-lot Markets,69,Gudbrandsdalsost,Dairy Products,30,Internet Banking,36,12/1/2021 6:21,USA,Boise,internationalfoodshop.com,INTGFD23DB3C295,Y,
10964,72,SpÃƒÆ’Ã‚Â©cialitÃƒÆ’Ã‚Â©s du monde,69,Gudbrandsdalsost,Dairy Products,60,Internet Banking,36,2/15/2022 12:15,France,Paris,internationalfood.com,INTGFD23DB3D1233,Y,
11797,72,SpÃƒÆ’Ã‚Â©cialitÃƒÆ’Ã‚Â©s du monde,69,Gudbrandsdalsost,Dairy Products,35,Internet Banking,36,4/12/2022 18:51,France,Paris,internationalfoodshop.com,INTGFD23DB3C779,Y,
12633,72,SpÃƒÆ’Ã‚Â©cialitÃƒÆ’Ã‚Â©s du monde,69,Gudbrandsdalsost,Dairy Products,5,Internet Banking,36,11/6/2021 17:13,France,Paris,internationalfood.com,INTGFD23DB3C1197,Y,
13469,72,SpÃƒÆ’Ã‚Â©cialitÃƒÆ’Ã‚Â©s du monde,69,Gudbrandsdalsost,Dairy Products,48,Internet Banking,36,12/27/2021 6:52,France,Paris,amazon.com,INTGFD23DB3C327,Y,
10756,73,Split Rail Beer & Ale,69,Gudbrandsdalsost,Dairy Products,25,Card,36,4/6/2022 9:12,USA,Lander,internationalfoodshop.com,INTGFD23DB3D1226,Y,
11598,73,Split Rail Beer & Ale,69,Gudbrandsdalsost,Dairy Products,6,Internet Banking,36,2/6/2022 2:56,USA,Lander,internationalfoodshop.com,INTGFD23DB3D4719,Y,
12433,73,Split Rail Beer & Ale,69,Gudbrandsdalsost,Dairy Products,10,UPI,36,8/10/2021 12:32,USA,Lander,yummybazaar.com,INTGFD23DB3C1097,N,Out of Stock
13269,73,Split Rail Beer & Ale,69,Gudbrandsdalsost,Dairy Products,30,Internet Banking,36,8/18/2021 14:50,USA,Lander,internationalfood.com,INTGFD23DB3C227,Y,
14105,73,Split Rail Beer & Ale,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,36,7/9/2022 4:12,USA,Lander,amazon.com,INTGFD23DB3C645,Y,
10583,85,Wartian Herkku,69,Gudbrandsdalsost,Dairy Products,70,Card,36,1/21/2022 5:49,Finland,Oulu,globalfood.com,INTGFD23DB3C262,Y,
11425,85,Wartian Herkku,69,Gudbrandsdalsost,Dairy Products,15,Internet Banking,36,7/16/2022 21:08,Finland,Oulu,internationalfoodshop.com,INTGFD23DB3C593,Y,
12261,85,Wartian Herkku,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,36,11/11/2021 8:09,Finland,Oulu,amazon.com,INTGFD23DB3C1011,Y,
13097,85,Wartian Herkku,69,Gudbrandsdalsost,Dairy Products,20,Internet Banking,36,9/18/2021 15:52,Finland,Oulu,amazon.com,INTGFD23DB3C141,Y,
13933,85,Wartian Herkku,69,Gudbrandsdalsost,Dairy Products,10,Internet Banking,36,7/23/2021 14:36,Finland,Oulu,internationalfoodshop.com,INTGFD23DB3C559,N,Out of Stock
10693,87,White Clover Markets,69,Gudbrandsdalsost,Dairy Products,45,Internet Banking,36,7/16/2022 13:16,USA,Seattle,yummybazaar.com,INTGFD23DB3D554,Y,
11531,87,White Clover Markets,69,Gudbrandsdalsost,Dairy Products,100,Internet Banking,36,3/1/2022 4:52,USA,Seattle,globalfood.com,INTGFD23DB3D4488,Y,
12367,87,White Clover Markets,69,Gudbrandsdalsost,Dairy Products,14,UPI,36,10/4/2021 16:48,USA,Seattle,amazon.com,INTGFD23DB3D7414,Y,
13203,87,White Clover Markets,69,Gudbrandsdalsost,Dairy Products,42,Internet Banking,36,7/4/2021 3:51,USA,Seattle,internationalfoodshop.com,INTGFD23DB3D1324,N,Bank Declined
14038,87,White Clover Markets,69,Gudbrandsdalsost,Dairy Products,12,Internet Banking,36,7/2/2022 7:37,USA,Seattle,internationalfoodshop.com,INTGFD23DB3D4243,Y,
10278,5,Berglunds snabbkÃƒÆ’Ã‚Â¶p,44,Gula Malacca,Condiments,28,UPI,15.5,4/21/2022 17:24,Sweden,Luleå,globalfood.com,INTGFD23DB3D2360,N,Bank Declined
11108,5,Berglunds snabbkÃƒÆ’Ã‚Â¶p,44,Gula Malacca,Condiments,3,Internet Banking,15.5,5/24/2022 10:00,Sweden,Luleå,yummybazaar.com,INTGFD23DB3C434,Y,
11944,5,Berglunds snabbkÃƒÆ’Ã‚Â¶p,44,Gula Malacca,Condiments,10,Wire Transfer,15.5,6/27/2022 3:46,Sweden,Luleå,globalfood.com,INTGFD23DB3C852,Y,
12779,5,Berglunds snabbkÃƒÆ’Ã‚Â¶p,44,Gula Malacca,Condiments,6,Internet Banking,15.5,12/5/2021 19:39,Sweden,Luleå,globalfood.com,INTGFD23DB3D8856,Y,
13615,5,Berglunds snabbkÃƒÆ’Ã‚Â¶p,44,Gula Malacca,Condiments,21,Wire Transfer,15.5,12/23/2021 22:29,Sweden,Luleå,internationalfoodshop.com,INTGFD23DB3D2766,Y,
10411,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,6,Internet Banking,15.5,6/3/2022 4:49,Canada,Tsawassen,globalfood.com,INTGFD23DB3C331,Y,
10944,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,10,Internet Banking,19.45,5/14/2022 13:42,Canada,Tsawassen,internationalfoodshop.com,INTGFD23DB3D764,Y,
11247,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,15,Internet Banking,15.5,1/23/2022 7:16,Canada,Tsawassen,internationalfood.com,INTGFD23DB3D3494,Y,
11778,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,70,Card,19.45,1/11/2022 2:35,Canada,Tsawassen,internationalfoodshop.com,INTGFD23DB3D5349,N,Out of Stock
12082,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,55,Internet Banking,15.5,8/27/2021 0:32,Canada,Tsawassen,internationalfoodshop.com,INTGFD23DB3D6413,Y,
12614,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,18,Internet Banking,19.45,10/10/2021 14:13,Canada,Tsawassen,internationalfood.com,INTGFD23DB3D8275,Y,
12918,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,40,UPI,15.5,12/9/2021 9:28,Canada,Tsawassen,globalfood.com,INTGFD23DB3D323,Y,
13450,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,80,Internet Banking,19.45,12/15/2021 1:45,Canada,Tsawassen,amazon.com,INTGFD23DB3D2185,Y,
13754,10,Bottom-Dollar Markets,44,Gula Malacca,Condiments,8,Card,15.5,9/19/2021 14:01,Canada,Tsawassen,internationalfoodshop.com,INTGFD23DB3D3249,Y,
11042,15,ComÃƒÆ’Ã‚Â©rcio Mineiro,44,Gula Malacca,Condiments,40,Internet Banking,19.45,3/1/2022 3:25,Brazil,Sao Paulo,internationalfoodshop.com,INTGFD23DB3D2374,N,Transaction Cancelled
11873,15,ComÃƒÆ’Ã‚Â©rcio Mineiro,44,Gula Malacca,Condiments,14,Internet Banking,19.45,3/13/2022 0:15,Brazil,Sao Paulo,yummybazaar.com,INTGFD23DB3C817,Y,
12709,15,ComÃƒÆ’Ã‚Â©rcio Mineiro,44,Gula Malacca,Condiments,8,Internet Banking,19.45,10/23/2021 11:23,Brazil,Sao Paulo,internationalfoodshop.com,INTGFD23DB3C1235,Y,
13545,15,ComÃƒÆ’Ã‚Â©rcio Mineiro,44,Gula Malacca,Condiments,5,Internet Banking,19.45,10/16/2021 0:27,Brazil,Sao Paulo,internationalfoodshop.com,INTGFD23DB3C365,N,Out of Stock
10351,20,Ernst Handel,44,Gula Malacca,Condiments,5,Internet Banking,15.5,2/9/2022 16:21,Austria,Graz,globalfood.com,INTGFD23DB3D2164,N,Out of Stock
11185,20,Ernst Handel,44,Gula Malacca,Condiments,15,Card,15.5,4/12/2022 9:24,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C473,Y,
12020,20,Ernst Handel,44,Gula Malacca,Condiments,14,Internet Banking,15.5,10/24/2021 19:18,Austria,Graz,amazon.com,INTGFD23DB3C890,Y,
12856,20,Ernst Handel,44,Gula Malacca,Condiments,15,Card,15.5,11/6/2021 7:56,Austria,Graz,yummybazaar.com,INTGFD23DB3C20,N,Out of Stock
13692,20,Ernst Handel,44,Gula Malacca,Condiments,15,Wire Transfer,15.5,7/20/2021 1:12,Austria,Graz,yummybazaar.com,INTGFD23DB3C438,Y,
10561,23,Folk och fÃƒÆ’Ã‚Â¤ HB,44,Gula Malacca,Condiments,30,Internet Banking,19.45,1/25/2022 18:45,Sweden,Bräcke,internationalfoodshop.com,INTGFD23DB3C343,Y,
11403,23,Folk och fÃƒÆ’Ã‚Â¤ HB,44,Gula Malacca,Condiments,70,Internet Banking,19.45,1/27/2022 1:44,Sweden,Bräcke,internationalfoodshop.com,INTGFD23DB3D4040,Y,
12239,23,Folk och fÃƒÆ’Ã‚Â¤ HB,44,Gula Malacca,Condiments,20,Card,19.45,8/10/2021 7:54,Sweden,Bräcke,internationalfoodshop.com,INTGFD23DB3D6966,Y,
13075,23,Folk och fÃƒÆ’Ã‚Â¤ HB,44,Gula Malacca,Condiments,15,Internet Banking,19.45,10/22/2021 2:58,Sweden,Bräcke,yummybazaar.com,INTGFD23DB3D876,Y,
13911,23,Folk och fÃƒÆ’Ã‚Â¤ HB,44,Gula Malacca,Condiments,42,Internet Banking,19.45,8/15/2021 11:56,Sweden,Bräcke,amazon.com,INTGFD23DB3D3802,Y,
10491,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,40,Card,15.5,7/8/2022 12:41,Portugal,Lisboa,amazon.com,INTGFD23DB3C342,Y,
10551,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,5,Wire Transfer,19.45,2/28/2022 12:12,Portugal,Lisboa,globalfood.com,INTGFD23DB3D1009,N,Out of Stock
11327,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,5,Internet Banking,15.5,7/7/2022 5:29,Portugal,Lisboa,amazon.com,INTGFD23DB3D3774,Y,
11392,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,5,Card,19.45,2/10/2022 12:51,Portugal,Lisboa,yummybazaar.com,INTGFD23DB3C576,Y,
12163,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,10,Internet Banking,15.5,12/22/2021 16:20,Portugal,Lisboa,internationalfoodshop.com,INTGFD23DB3D6700,Y,
12228,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,20,Internet Banking,19.45,11/21/2021 10:41,Portugal,Lisboa,amazon.com,INTGFD23DB3C994,N,Bank Declined
12999,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,15,Internet Banking,15.5,11/4/2021 21:03,Portugal,Lisboa,yummybazaar.com,INTGFD23DB3D610,Y,
13064,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,20,Internet Banking,19.45,9/16/2021 19:02,Portugal,Lisboa,internationalfood.com,INTGFD23DB3C124,Y,
13835,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,18,Internet Banking,15.5,9/8/2021 10:06,Portugal,Lisboa,internationalfood.com,INTGFD23DB3D3536,N,Out of Stock
13900,27,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,21,Internet Banking,19.45,8/9/2021 17:55,Portugal,Lisboa,internationalfood.com,INTGFD23DB3C542,Y,
10656,31,Great Lakes Food Market,44,Gula Malacca,Condiments,15,Internet Banking,19.45,7/3/2022 17:01,USA,Eugene,internationalfoodshop.com,INTGFD23DB3C140,Y,
11493,31,Great Lakes Food Market,44,Gula Malacca,Condiments,25,Internet Banking,19.45,2/2/2022 2:08,USA,Eugene,amazon.com,INTGFD23DB3C627,Y,
12329,31,Great Lakes Food Market,44,Gula Malacca,Condiments,3,Wire Transfer,19.45,9/12/2021 2:42,USA,Eugene,globalfood.com,INTGFD23DB3C1045,Y,
13165,31,Great Lakes Food Market,44,Gula Malacca,Condiments,30,Internet Banking,19.45,8/23/2021 13:21,USA,Eugene,internationalfood.com,INTGFD23DB3C175,Y,
14000,31,Great Lakes Food Market,44,Gula Malacca,Condiments,10,Card,19.45,6/18/2022 5:10,USA,Eugene,yummybazaar.com,INTGFD23DB3C592,Y,
10796,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,44,Gula Malacca,Condiments,6,Internet Banking,19.45,7/15/2022 5:23,Venezuela,San Cristobal,internationalfoodshop.com,INTGFD23DB3C246,Y,
11634,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,44,Gula Malacca,Condiments,10,Wire Transfer,19.45,4/5/2022 1:34,Venezuela,San Cristobal,globalfood.com,INTGFD23DB3D4845,Y,
12470,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,44,Gula Malacca,Condiments,3,Internet Banking,19.45,8/1/2021 6:48,Venezuela,San Cristobal,amazon.com,INTGFD23DB3D7771,Y,
13305,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,44,Gula Malacca,Condiments,5,Internet Banking,19.45,8/18/2021 6:20,Venezuela,San Cristobal,globalfood.com,INTGFD23DB3C245,Y,
10832,40,La maison d'Asie,44,Gula Malacca,Condiments,10,Card,19.45,4/2/2022 11:17,France,Toulouse,yummybazaar.com,INTGFD23DB3D855,N,Bank Declined
11669,40,La maison d'Asie,44,Gula Malacca,Condiments,12,Internet Banking,19.45,3/20/2022 6:18,France,Toulouse,internationalfood.com,INTGFD23DB3C715,Y,
12505,40,La maison d'Asie,44,Gula Malacca,Condiments,20,Internet Banking,19.45,8/13/2021 5:55,France,Toulouse,amazon.com,INTGFD23DB3C1133,Y,
13341,40,La maison d'Asie,44,Gula Malacca,Condiments,20,Internet Banking,19.45,10/17/2021 13:27,France,Toulouse,internationalfoodshop.com,INTGFD23DB3C263,Y,
10284,43,Lehmanns Marktstand,44,Gula Malacca,Condiments,15,Internet Banking,15.5,1/16/2022 3:32,Germany,Frankfurt a.M.,internationalfoodshop.com,INTGFD23DB3C250,Y,
11115,43,Lehmanns Marktstand,44,Gula Malacca,Condiments,35,Internet Banking,15.5,1/1/2022 1:48,Germany,Frankfurt a.M.,amazon.com,INTGFD23DB3D3032,Y,
11951,43,Lehmanns Marktstand,44,Gula Malacca,Condiments,25,Internet Banking,15.5,2/17/2022 11:08,Germany,Frankfurt a.M.,yummybazaar.com,INTGFD23DB3D5958,Y,
12786,43,Lehmanns Marktstand,44,Gula Malacca,Condiments,20,Internet Banking,15.5,9/18/2021 2:56,Germany,Frankfurt a.M.,internationalfoodshop.com,INTGFD23DB3D8877,Y,
13622,43,Lehmanns Marktstand,44,Gula Malacca,Condiments,9,UPI,15.5,10/2/2021 20:40,Germany,Frankfurt a.M.,amazon.com,INTGFD23DB3D2787,Y,
10978,49,Maison Dewey,44,Gula Malacca,Condiments,12,Internet Banking,19.45,1/10/2022 9:55,Belgium,Bruxelles,yummybazaar.com,INTGFD23DB3D533,Y,
11809,49,Maison Dewey,44,Gula Malacca,Condiments,35,Card,19.45,1/22/2022 10:29,Belgium,Bruxelles,yummybazaar.com,INTGFD23DB3C785,Y,
12644,49,Maison Dewey,44,Gula Malacca,Condiments,8,Wire Transfer,19.45,11/8/2021 6:01,Belgium,Bruxelles,amazon.com,INTGFD23DB3C1202,Y,
13480,49,Maison Dewey,44,Gula Malacca,Condiments,30,Internet Banking,19.45,8/22/2021 7:51,Belgium,Bruxelles,yummybazaar.com,INTGFD23DB3C332,Y,
11034,54,Old World Delicatessen,44,Gula Malacca,Condiments,20,Card,19.45,5/15/2022 8:32,USA,Anchorage,internationalfoodshop.com,INTGFD23DB3C213,Y,
11866,54,Old World Delicatessen,44,Gula Malacca,Condiments,36,Internet Banking,19.45,3/24/2022 18:34,USA,Anchorage,amazon.com,INTGFD23DB3D5657,Y,
12702,54,Old World Delicatessen,44,Gula Malacca,Condiments,13,Internet Banking,19.45,10/27/2021 15:25,USA,Anchorage,internationalfoodshop.com,INTGFD23DB3D8583,Y,
13537,54,Old World Delicatessen,44,Gula Malacca,Condiments,35,Internet Banking,19.45,10/1/2021 13:44,USA,Anchorage,internationalfood.com,INTGFD23DB3C361,Y,
10291,59,Que DelÃƒÆ’Ã‚Â­cia,44,Gula Malacca,Condiments,80,Internet Banking,15.5,1/22/2022 12:11,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3C121,Y,
11122,59,Que DelÃƒÆ’Ã‚Â­cia,44,Gula Malacca,Condiments,35,Internet Banking,15.5,1/5/2022 5:32,Brazil,Rio de Janeiro,internationalfood.com,INTGFD23DB3D3053,Y,
11958,59,Que DelÃƒÆ’Ã‚Â­cia,44,Gula Malacca,Condiments,50,Card,15.5,7/16/2022 6:10,Brazil,Rio de Janeiro,internationalfood.com,INTGFD23DB3D5979,Y,
12794,59,Que DelÃƒÆ’Ã‚Â­cia,44,Gula Malacca,Condiments,15,Internet Banking,15.5,7/7/2021 7:48,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D8905,Y,
10691,61,QUICK-Stop,44,Gula Malacca,Condiments,2,Internet Banking,19.45,5/25/2022 17:31,Germany,Cunewalde,internationalfoodshop.com,INTGFD23DB3D57,Y,
10721,61,QUICK-Stop,44,Gula Malacca,Condiments,10,Internet Banking,19.45,2/14/2022 7:16,Germany,Cunewalde,internationalfood.com,INTGFD23DB3D2367,Y,
10745,61,QUICK-Stop,44,Gula Malacca,Condiments,15,Internet Banking,19.45,4/25/2022 4:06,Germany,Cunewalde,amazon.com,INTGFD23DB3D1219,Y,
11529,61,QUICK-Stop,44,Gula Malacca,Condiments,40,Internet Banking,19.45,1/20/2022 6:45,Germany,Cunewalde,yummybazaar.com,INTGFD23DB3C645,Y,
11562,61,QUICK-Stop,44,Gula Malacca,Condiments,25,Internet Banking,19.45,3/5/2022 13:24,Germany,Cunewalde,internationalfood.com,INTGFD23DB3D4593,Y,
11584,61,QUICK-Stop,44,Gula Malacca,Condiments,6,UPI,19.45,2/5/2022 20:11,Germany,Cunewalde,internationalfood.com,INTGFD23DB3C672,Y,
