row_num,order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,price,datetime,country,city,eommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
9698,14003,69,Save-a-lot Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,38,3/9/2022 3:55,USA,Boise,globalfood.com,INTGFD23DB3D4124,Y,
9852,14063,69,Save-a-lot Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,1/6/2022 22:32,USA,Boise,internationalfoodshop.com,INTGFD23DB3D4334,Y,
9939,14096,69,Save-a-lot Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Card,38,2/13/2022 0:51,USA,Boise,globalfood.com,INTGFD23DB3C640,Y,
1460,10329,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,5/20/2022 21:25,USA,Lander,internationalfoodshop.com,INTGFD23DB3D1254,Y,
1462,10369,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,3/10/2022 4:15,USA,Lander,yummybazaar.com,INTGFD23DB3C261,N,Transaction Cancelled
2375,11162,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,3/23/2022 16:16,USA,Lander,yummybazaar.com,INTGFD23DB3D3193,Y,
2481,11204,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,7/6/2022 12:35,USA,Lander,internationalfood.com,INTGFD23DB3C482,Y,
4530,11998,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,8/10/2021 12:32,USA,Lander,yummybazaar.com,INTGFD23DB3D6119,Y,
4636,12039,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,30.4,9/26/2021 6:06,USA,Lander,yummybazaar.com,INTGFD23DB3D6266,Y,
6685,12834,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,10/20/2021 18:09,USA,Lander,internationalfood.com,INTGFD23DB3D29,Y,
6791,12875,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,11/17/2021 7:40,USA,Lander,internationalfood.com,INTGFD23DB3D176,Y,
8840,13670,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,9/3/2021 5:57,USA,Lander,amazon.com,INTGFD23DB3D2955,Y,
8946,13711,73,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,12/15/2021 12:07,USA,Lander,amazon.com,INTGFD23DB3D3102,Y,
1469,10458,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Card,30.4,4/7/2022 16:55,Belgium,Charleroi,internationalfood.com,INTGFD23DB3D1667,Y,
1499,10841,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,7/14/2022 2:50,Belgium,Charleroi,amazon.com,INTGFD23DB3D631,Y,
2715,11294,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,4/19/2022 16:30,Belgium,Charleroi,internationalfood.com,INTGFD23DB3D3655,Y,
3708,11679,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,3/8/2022 5:00,Belgium,Charleroi,yummybazaar.com,INTGFD23DB3D5006,N,Bank Declined
4870,12130,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,9/27/2021 15:26,Belgium,Charleroi,yummybazaar.com,INTGFD23DB3D6581,N,Transaction Cancelled
5863,12515,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Card,38,11/13/2021 1:20,Belgium,Charleroi,internationalfood.com,INTGFD23DB3D7932,Y,
7025,12966,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,8/17/2021 10:22,Belgium,Charleroi,yummybazaar.com,INTGFD23DB3D491,Y,
8018,13351,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,38,11/7/2021 0:01,Belgium,Charleroi,yummybazaar.com,INTGFD23DB3D1842,N,Bank Declined
9180,13802,74,Suprmeslices,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,7/25/2021 1:19,Belgium,Charleroi,internationalfoodshop.com,INTGFD23DB3D3417,Y,
1480,10608,77,Toms SpezialitÃƒÆ’Ã‚Â¤ten,56,Gnocchi di nonna Alice,Grains/Cereals,Card,38,3/25/2022 2:39,Germany,Neumünster,internationalfoodshop.com,INTGFD23DB3D2626,Y,
3108,11447,77,Toms SpezialitÃƒÆ’Ã‚Â¤ten,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,4/14/2022 6:43,Germany,Neumünster,internationalfood.com,INTGFD23DB3D4194,Y,
5263,12283,77,Toms SpezialitÃƒÆ’Ã‚Â¤ten,56,Gnocchi di nonna Alice,Grains/Cereals,Card,38,7/13/2021 16:54,Germany,Neumünster,amazon.com,INTGFD23DB3D7120,N,Transaction Cancelled
7418,13118,77,Toms SpezialitÃƒÆ’Ã‚Â¤ten,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,38,11/10/2021 13:15,Germany,Neumünster,globalfood.com,INTGFD23DB3D1023,Y,
9573,13954,77,Toms SpezialitÃƒÆ’Ã‚Â¤ten,56,Gnocchi di nonna Alice,Grains/Cereals,UPI,38,10/25/2021 21:19,Germany,Neumünster,internationalfood.com,INTGFD23DB3D3949,N,Out of Stock
1458,10295,83,Vins et alcools Chevalier,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,4/6/2022 0:16,France,Reims,globalfood.com,INTGFD23DB3C377,Y,
2284,11127,83,Vins et alcools Chevalier,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,2/2/2022 21:27,France,Reims,amazon.com,INTGFD23DB3D3074,Y,
4439,11963,83,Vins et alcools Chevalier,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,7/17/2022 8:03,France,Reims,globalfood.com,INTGFD23DB3D6000,Y,
6594,12799,83,Vins et alcools Chevalier,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,30.4,9/16/2021 16:55,France,Reims,yummybazaar.com,INTGFD23DB3D8926,Y,
1476,10526,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,UPI,38,2/7/2022 16:24,Finland,Oulu,internationalfoodshop.com,INTGFD23DB3D29,N,Out of Stock
1495,10781,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,38,7/19/2022 18:20,Finland,Oulu,internationalfood.com,INTGFD23DB3D2563,N,Transaction Cancelled
2895,11364,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Card,38,6/11/2022 10:16,Finland,Oulu,amazon.com,INTGFD23DB3C562,Y,
3555,11620,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,5/4/2022 12:03,Finland,Oulu,internationalfoodshop.com,INTGFD23DB3C690,N,Transaction Cancelled
5050,12200,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,12/22/2021 2:02,Finland,Oulu,internationalfood.com,INTGFD23DB3C980,Y,
5710,12456,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,11/8/2021 4:38,Finland,Oulu,amazon.com,INTGFD23DB3C1108,Y,
7205,13036,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,9/19/2021 18:40,Finland,Oulu,internationalfoodshop.com,INTGFD23DB3C110,N,Bank Declined
7865,13292,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,11/19/2021 4:23,Finland,Oulu,amazon.com,INTGFD23DB3C238,Y,
9360,13872,85,Wartian Herkku,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,8/20/2021 7:53,Finland,Oulu,internationalfood.com,INTGFD23DB3C528,N,Transaction Cancelled
1479,10596,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,3/16/2022 2:18,USA,Seattle,amazon.com,INTGFD23DB3D2619,Y,
1490,10740,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,38,1/3/2022 18:23,USA,Seattle,amazon.com,INTGFD23DB3D1765,Y,
3078,11435,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,1/17/2022 13:21,USA,Seattle,amazon.com,INTGFD23DB3D4152,N,Bank Declined
3453,11581,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,38,5/10/2022 12:42,USA,Seattle,amazon.com,INTGFD23DB3C671,Y,
5233,12271,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,9/14/2021 15:10,USA,Seattle,globalfood.com,INTGFD23DB3D7078,Y,
5608,12416,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,9/14/2021 1:10,USA,Seattle,globalfood.com,INTGFD23DB3C1088,Y,
7388,13107,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,8/2/2021 7:17,USA,Seattle,amazon.com,INTGFD23DB3D988,Y,
7763,13252,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Wire Transfer,38,11/11/2021 2:43,USA,Seattle,globalfood.com,INTGFD23DB3C218,Y,
9543,13943,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,8/7/2021 13:02,USA,Seattle,internationalfood.com,INTGFD23DB3D3914,Y,
9918,14088,87,White Clover Markets,56,Gnocchi di nonna Alice,Grains/Cereals,Internet Banking,38,5/16/2022 20:39,USA,Seattle,internationalfoodshop.com,INTGFD23DB3C636,Y,
810,10768,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,7/23/2022 16:16,UK,London,amazon.com,INTGFD23DB3D1478,Y,
823,10953,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,7/16/2022 14:10,UK,London,internationalfoodshop.com,INTGFD23DB3D1380,N,Out of Stock
826,11016,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,5/28/2022 8:09,UK,London,yummybazaar.com,INTGFD23DB3D1982,N,Out of Stock
3526,11609,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,5/4/2022 12:01,UK,London,amazon.com,INTGFD23DB3C685,Y,
3984,11787,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,4/3/2022 10:47,UK,London,internationalfoodshop.com,INTGFD23DB3D5384,N,Bank Declined
4139,11847,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,2/15/2022 18:18,UK,London,yummybazaar.com,INTGFD23DB3D5594,Y,
5681,12445,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Wire Transfer,12.5,12/10/2021 0:54,UK,London,globalfood.com,INTGFD23DB3C1103,Y,
6139,12622,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Wire Transfer,12.5,9/11/2021 7:50,UK,London,globalfood.com,INTGFD23DB3D8303,Y,
6294,12682,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,7/5/2021 2:17,UK,London,internationalfoodshop.com,INTGFD23DB3D8513,Y,
7836,13281,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Wire Transfer,12.5,11/3/2021 17:12,UK,London,internationalfoodshop.com,INTGFD23DB3C233,Y,
8294,13458,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Card,12.5,12/1/2021 11:12,UK,London,globalfood.com,INTGFD23DB3D2213,N,Transaction Cancelled
8449,13518,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Card,12.5,12/28/2021 1:58,UK,London,internationalfood.com,INTGFD23DB3D2423,Y,
9991,14116,4,Around the Horn,31,Gorgonzola Telino,Dairy Products,Card,12.5,5/25/2022 5:34,UK,London,internationalfoodshop.com,INTGFD23DB3C650,Y,
802,10584,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,4/17/2022 16:31,France,Strasbourg,internationalfood.com,INTGFD23DB3D1940,Y,
817,10826,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Card,12.5,2/13/2022 7:49,France,Strasbourg,amazon.com,INTGFD23DB3C287,N,Transaction Cancelled
3054,11426,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Card,12.5,6/21/2022 22:04,France,Strasbourg,amazon.com,INTGFD23DB3D4117,Y,
3662,11662,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,7/11/2022 1:27,France,Strasbourg,internationalfoodshop.com,INTGFD23DB3D4943,Y,
5209,12262,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,12/24/2021 21:31,France,Strasbourg,internationalfoodshop.com,INTGFD23DB3D7043,N,Bank Declined
5817,12497,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,UPI,12.5,10/4/2021 15:32,France,Strasbourg,amazon.com,INTGFD23DB3C1129,Y,
7364,13098,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Card,12.5,7/24/2021 20:18,France,Strasbourg,internationalfood.com,INTGFD23DB3D953,Y,
7972,13333,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Wire Transfer,12.5,9/9/2021 3:45,France,Strasbourg,yummybazaar.com,INTGFD23DB3C259,Y,
9519,13933,7,Blondel pÃƒÆ’Ã‚Â¨re et fils,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,7/23/2021 14:36,France,Strasbourg,internationalfoodshop.com,INTGFD23DB3C559,N,Transaction Cancelled
808,10730,9,Bon app',31,Gorgonzola Telino,Dairy Products,UPI,12.5,4/9/2022 19:10,France,Marseille,internationalfoodshop.com,INTGFD23DB3D1044,Y,
3430,11572,9,Bon app',31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,3/4/2022 3:55,France,Marseille,internationalfood.com,INTGFD23DB3C666,N,Out of Stock
5585,12407,9,Bon app',31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,11/8/2021 16:11,France,Marseille,internationalfood.com,INTGFD23DB3D7554,Y,
7740,13243,9,Bon app',31,Gorgonzola Telino,Dairy Products,Card,12.5,10/4/2021 9:12,France,Marseille,amazon.com,INTGFD23DB3D1464,Y,
9895,14079,9,Bon app',31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,6/27/2022 0:54,France,Marseille,internationalfoodshop.com,INTGFD23DB3D4390,Y,
814,10782,12,Cactus Comidas para llevar,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,3/1/2022 10:06,Argentina,Buenos Aires,internationalfoodshop.com,INTGFD23DB3D1961,Y,
3557,11621,12,Cactus Comidas para llevar,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,4/24/2022 9:06,Argentina,Buenos Aires,internationalfood.com,INTGFD23DB3C691,Y,
5712,12457,12,Cactus Comidas para llevar,31,Gorgonzola Telino,Dairy Products,Card,12.5,8/26/2021 0:41,Argentina,Buenos Aires,yummybazaar.com,INTGFD23DB3C1109,Y,
7867,13293,12,Cactus Comidas para llevar,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,10/22/2021 19:19,Argentina,Buenos Aires,internationalfood.com,INTGFD23DB3C239,Y,
783,10356,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,5/22/2022 5:01,Germany,Stuttgart,amazon.com,INTGFD23DB3D1898,Y,
804,10668,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,1/7/2022 8:38,Germany,Stuttgart,amazon.com,INTGFD23DB3C283,Y,
2442,11188,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,3/27/2022 22:52,Germany,Stuttgart,internationalfoodshop.com,INTGFD23DB3C474,Y,
3259,11505,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Wire Transfer,12.5,5/15/2022 2:24,Germany,Stuttgart,yummybazaar.com,INTGFD23DB3C633,N,Out of Stock
4597,12024,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,12/21/2021 4:25,Germany,Stuttgart,amazon.com,INTGFD23DB3C892,Y,
5414,12341,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,9/24/2021 18:41,Germany,Stuttgart,yummybazaar.com,INTGFD23DB3C1051,Y,
6752,12860,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,8/7/2021 22:37,Germany,Stuttgart,internationalfoodshop.com,INTGFD23DB3C22,Y,
7569,13177,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,UPI,12.5,12/8/2021 17:21,Germany,Stuttgart,yummybazaar.com,INTGFD23DB3C181,Y,
8907,13696,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,10/26/2021 17:03,Germany,Stuttgart,globalfood.com,INTGFD23DB3C440,Y,
9724,14013,84,Die Wandernde Kuh,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,4/23/2022 14:31,Germany,Stuttgart,amazon.com,INTGFD23DB3C599,Y,
785,10363,17,Drachenblut Delikatessen,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,5/23/2022 7:34,Germany,Aachen,yummybazaar.com,INTGFD23DB3C276,N,Out of Stock
2464,11197,17,Drachenblut Delikatessen,31,Gorgonzola Telino,Dairy Products,Card,10,7/14/2022 11:22,Germany,Aachen,globalfood.com,INTGFD23DB3C479,Y,
4619,12033,17,Drachenblut Delikatessen,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,11/27/2021 21:43,Germany,Aachen,internationalfood.com,INTGFD23DB3C897,Y,
6774,12869,17,Drachenblut Delikatessen,31,Gorgonzola Telino,Dairy Products,Card,10,7/24/2021 15:05,Germany,Aachen,internationalfood.com,INTGFD23DB3C27,Y,
8929,13705,17,Drachenblut Delikatessen,31,Gorgonzola Telino,Dairy Products,Wire Transfer,10,11/25/2021 16:51,Germany,Aachen,amazon.com,INTGFD23DB3C445,Y,
788,10390,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,4/7/2022 10:26,Austria,Graz,amazon.com,INTGFD23DB3D1912,Y,
811,10773,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Card,12.5,2/20/2022 14:02,Austria,Graz,internationalfoodshop.com,INTGFD23DB3D1156,N,Transaction Cancelled
813,10776,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,7/2/2022 20:01,Austria,Graz,amazon.com,INTGFD23DB3C285,Y,
825,10979,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,3/8/2022 14:47,Austria,Graz,globalfood.com,INTGFD23DB3D484,Y,
2534,11224,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,3/2/2022 14:49,Austria,Graz,internationalfood.com,INTGFD23DB3C492,Y,
3538,11614,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,UPI,12.5,5/11/2022 0:29,Austria,Graz,amazon.com,INTGFD23DB3D4775,N,Out of Stock
3544,11616,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Wire Transfer,12.5,1/9/2022 20:45,Austria,Graz,globalfood.com,INTGFD23DB3C688,N,Transaction Cancelled
4046,11811,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,4/6/2022 17:18,Austria,Graz,internationalfood.com,INTGFD23DB3D5468,Y,
4689,12060,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,11/1/2021 14:20,Austria,Graz,internationalfood.com,INTGFD23DB3C910,Y,
5693,12449,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Wire Transfer,12.5,7/12/2021 8:29,Austria,Graz,globalfood.com,INTGFD23DB3C1105,Y,
5699,12452,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,9/18/2021 1:02,Austria,Graz,globalfood.com,INTGFD23DB3C1106,Y,
6201,12646,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,10/6/2021 3:51,Austria,Graz,internationalfoodshop.com,INTGFD23DB3D8387,Y,
6844,12896,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,UPI,10,11/19/2021 12:01,Austria,Graz,amazon.com,INTGFD23DB3C40,Y,
7848,13285,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,12/21/2021 17:57,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C235,Y,
7854,13288,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,11/9/2021 2:14,Austria,Graz,globalfood.com,INTGFD23DB3C236,Y,
8356,13482,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Card,12.5,10/18/2021 19:17,Austria,Graz,internationalfoodshop.com,INTGFD23DB3D2297,Y,
8999,13732,20,Ernst Handel,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,11/9/2021 16:32,Austria,Graz,amazon.com,INTGFD23DB3C458,Y,
812,10774,23,Folk och fÃƒÆ’Ã‚Â¤ HB,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,4/28/2022 15:10,Sweden,Bräcke,amazon.com,INTGFD23DB3C284,Y,
3540,11614,23,Folk och fÃƒÆ’Ã‚Â¤ HB,31,Gorgonzola Telino,Dairy Products,UPI,12.5,5/11/2022 0:29,Sweden,Bräcke,amazon.com,INTGFD23DB3D4775,Y,
5695,12450,23,Folk och fÃƒÆ’Ã‚Â¤ HB,31,Gorgonzola Telino,Dairy Products,Card,12.5,10/11/2021 4:44,Sweden,Bräcke,internationalfood.com,INTGFD23DB3D7701,Y,
7850,13286,23,Folk och fÃƒÆ’Ã‚Â¤ HB,31,Gorgonzola Telino,Dairy Products,Card,12.5,9/2/2021 2:53,Sweden,Bräcke,amazon.com,INTGFD23DB3D1611,Y,
782,10342,24,Frankenversand,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,7/21/2022 5:25,Germany,Mannheim,amazon.com,INTGFD23DB3C26,Y,
2408,11175,24,Frankenversand,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,3/20/2022 18:38,Germany,Mannheim,yummybazaar.com,INTGFD23DB3D3242,Y,
4563,12011,24,Frankenversand,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,9/17/2021 5:54,Germany,Mannheim,amazon.com,INTGFD23DB3D6168,N,Transaction Cancelled
6718,12847,24,Frankenversand,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,8/18/2021 13:26,Germany,Mannheim,yummybazaar.com,INTGFD23DB3D78,Y,
8873,13683,24,Frankenversand,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,12/9/2021 1:27,Germany,Mannheim,internationalfood.com,INTGFD23DB3D3004,Y,
790,10423,30,Gourmet Lanchonetes,31,Gorgonzola Telino,Dairy Products,UPI,10,3/12/2022 13:29,Brazil,Campinas,yummybazaar.com,INTGFD23DB3C278,Y,
2624,11259,30,Gourmet Lanchonetes,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,5/17/2022 0:46,Brazil,Campinas,amazon.com,INTGFD23DB3D3536,Y,
4779,12095,30,Gourmet Lanchonetes,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,8/6/2021 8:28,Brazil,Campinas,yummybazaar.com,INTGFD23DB3D6462,Y,
6934,12931,30,Gourmet Lanchonetes,31,Gorgonzola Telino,Dairy Products,UPI,10,10/26/2021 17:09,Brazil,Campinas,internationalfoodshop.com,INTGFD23DB3D372,Y,
9089,13767,30,Gourmet Lanchonetes,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,10/9/2021 0:02,Brazil,Campinas,amazon.com,INTGFD23DB3D3298,N,Out of Stock
777,10253,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,6/23/2022 4:25,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3D1891,Y,
815,10783,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,2/9/2022 19:42,Brazil,Rio de Janeiro,internationalfood.com,INTGFD23DB3D1968,Y,
820,10886,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,UPI,12.5,2/22/2022 20:48,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3C97,Y,
2170,11083,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Wire Transfer,10,5/20/2022 0:36,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D2920,Y,
3558,11621,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,4/24/2022 9:06,Brazil,Rio de Janeiro,internationalfood.com,INTGFD23DB3C691,Y,
3828,11726,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Card,12.5,1/25/2022 19:30,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3D5167,Y,
4325,11919,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,4/18/2022 22:48,Brazil,Rio de Janeiro,globalfood.com,INTGFD23DB3D5846,Y,
5713,12457,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Card,12.5,8/26/2021 0:41,Brazil,Rio de Janeiro,yummybazaar.com,INTGFD23DB3C1109,Y,
5983,12562,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,11/4/2021 5:38,Brazil,Rio de Janeiro,internationalfood.com,INTGFD23DB3D8093,Y,
6480,12755,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Card,10,7/7/2021 7:00,Brazil,Rio de Janeiro,yummybazaar.com,INTGFD23DB3D8772,Y,
7868,13293,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,10/22/2021 19:19,Brazil,Rio de Janeiro,internationalfood.com,INTGFD23DB3C239,Y,
8138,13398,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,10/1/2021 5:49,Brazil,Rio de Janeiro,yummybazaar.com,INTGFD23DB3D2003,Y,
8635,13590,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Wire Transfer,10,7/14/2021 21:41,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3D2675,Y,
8742,13631,33,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Internet Banking,10,7/23/2021 4:25,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DBF102,Y,
806,10705,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,7/11/2022 15:56,Venezuela,San Cristobal,yummybazaar.com,INTGFD23DB3D1947,Y,
3360,11544,34,HILARIÃƒÆ’Ã¢â‚¬Å“N-Abastos,31,Gorgonzola Telino,Dairy Products,Internet Banking,12.5,1/5/2022 5:08,Venezuela,San Cristobal,internationalfoodshop.com,INTGFD23DB3C652,Y,
